Top Languages

Language,Percentage

"Arabic",85.8,1,
"English",11.2,2,
"French",1.5,3,
"Unknown language",0.2,4,
"Spanish",0.2,5,
"Italian",0.2,6,
"Russian",0.1,7,
"Portuguese",0.1,8,
"Indonesian",0.1,9,
"Urdu",0.1,10,
"Korean",0.1,11,
"German",0.1,12,
"Japanese",0.1,13,
"Tamil",0.1,14,
"Croatian",0.1,15,
"Chinese",0.1,16,

