Mentions Trend

Date,Count

"2025-10-21 00:00:00",24,
"2025-10-22 00:00:00",51,
"2025-10-23 00:00:00",57,
"2025-10-24 00:00:00",28,
"2025-10-25 00:00:00",28,
"2025-10-26 00:00:00",18,
"2025-10-27 00:00:00",27,
"2025-10-28 00:00:00",42,
"2025-10-29 00:00:00",74,
"2025-10-30 00:00:00",125,
"2025-10-31 00:00:00",59,
"2025-11-01 00:00:00",51,
"2025-11-02 00:00:00",65,
"2025-11-03 00:00:00",92,
"2025-11-04 00:00:00",118,
"2025-11-05 00:00:00",87,
"2025-11-06 00:00:00",60,
"2025-11-07 00:00:00",61,
"2025-11-08 00:00:00",55,
"2025-11-09 00:00:00",72,
"2025-11-10 00:00:00",96,
"2025-11-11 00:00:00",86,
"2025-11-12 00:00:00",116,
"2025-11-13 00:00:00",63,
"2025-11-14 00:00:00",77,
"2025-11-15 00:00:00",44,
"2025-11-16 00:00:00",40,
"2025-11-17 00:00:00",47,
"2025-11-18 00:00:00",61,
"2025-11-19 00:00:00",70,
"2025-11-20 00:00:00",206,
"2025-11-21 00:00:00",179,
"2025-11-22 00:00:00",193,
"2025-11-23 00:00:00",240,
"2025-11-24 00:00:00",173,
"2025-11-25 00:00:00",145,
"2025-11-26 00:00:00",217,
"2025-11-27 00:00:00",414,
"2025-11-28 00:00:00",543,
"2025-11-29 00:00:00",325,
"2025-11-30 00:00:00",585,
"2025-12-01 00:00:00",859,
"2025-12-02 00:00:00",208,
"2025-12-03 00:00:00",154,
"2025-12-04 00:00:00",147,
"2025-12-05 00:00:00",102,
"2025-12-06 00:00:00",39,
"2025-12-07 00:00:00",47,
"2025-12-08 00:00:00",45,
"2025-12-09 00:00:00",65,
"2025-12-10 00:00:00",26,
"2025-12-11 00:00:00",24,
"2025-12-12 00:00:00",69,
"2025-12-13 00:00:00",22,
"2025-12-14 00:00:00",15,
"2025-12-15 00:00:00",23,
"2025-12-16 00:00:00",20,
"2025-12-17 00:00:00",44,
"2025-12-18 00:00:00",28,
"2025-12-19 00:00:00",28,
"2025-12-20 00:00:00",10,
"2025-12-21 00:00:00",8,
"2025-12-22 00:00:00",22,
"2025-12-23 00:00:00",12,
"2025-12-24 00:00:00",19,
"2025-12-25 00:00:00",34,
"2025-12-26 00:00:00",9,
"2025-12-27 00:00:00",3,
"2025-12-28 00:00:00",9,
"2025-12-29 00:00:00",11,
"2025-12-30 00:00:00",26,
"2025-12-31 00:00:00",84,
"2026-01-01 00:00:00",215,
"2026-01-02 00:00:00",31,
"2026-01-03 00:00:00",31,
"2026-01-04 00:00:00",8,
"2026-01-05 00:00:00",35,
"2026-01-06 00:00:00",26,
"2026-01-07 00:00:00",23,
"2026-01-08 00:00:00",23,
"2026-01-09 00:00:00",32,
"2026-01-10 00:00:00",57,
"2026-01-11 00:00:00",9,
"2026-01-12 00:00:00",9,
"2026-01-13 00:00:00",9,
"2026-01-14 00:00:00",9,
"2026-01-15 00:00:00",22,
"2026-01-16 00:00:00",9,
"2026-01-17 00:00:00",5,
"2026-01-18 00:00:00",4,

